Entity,Code,Year,Palm fruit oil - Area harvested (hectares)
Sao Tome and Principe,STP,1991,480
Sao Tome and Principe,STP,1992,580
Sao Tome and Principe,STP,1993,580
Sao Tome and Principe,STP,1994,450
Sao Tome and Principe,STP,1995,400
Sao Tome and Principe,STP,1996,600
Sao Tome and Principe,STP,1997,600
Sao Tome and Principe,STP,1998,550
Sao Tome and Principe,STP,1999,600
Sao Tome and Principe,STP,2000,1100
Sao Tome and Principe,STP,2001,1300
Sao Tome and Principe,STP,2002,1300
Sao Tome and Principe,STP,2003,1350
Sao Tome and Principe,STP,2004,1400
Sao Tome and Principe,STP,2005,1400
Sao Tome and Principe,STP,2006,1600
Sao Tome and Principe,STP,2007,1600
Sao Tome and Principe,STP,2008,1650
Sao Tome and Principe,STP,2009,1650
Sao Tome and Principe,STP,2010,1670
Sao Tome and Principe,STP,2011,1670
Sao Tome and Principe,STP,2012,1670
Sao Tome and Principe,STP,2013,1700
Sao Tome and Principe,STP,2014,1660
Sao Tome and Principe,STP,2015,1666
Sao Tome and Principe,STP,2016,1676
Sao Tome and Principe,STP,2017,1740
Sao Tome and Principe,STP,2018,1797
Sao Tome and Principe,STP,2019,1892
Sao Tome and Principe,STP,2020,1907
Sao Tome and Principe,STP,2021,1944
Sao Tome and Principe,STP,2022,2100
Sao Tome and Principe,STP,2023,1879
Sao Tome and Principe,STP,2024,2130
Senegal,SEN,1961,7000
Senegal,SEN,1962,7000
Senegal,SEN,1963,7000
Senegal,SEN,1964,7000
Senegal,SEN,1965,7000
Senegal,SEN,1966,7000
Senegal,SEN,1967,7000
Senegal,SEN,1968,7000
Senegal,SEN,1969,7000
Senegal,SEN,1970,7000
Senegal,SEN,1971,7000
Senegal,SEN,1972,7000
Senegal,SEN,1973,7000
Senegal,SEN,1974,7000
Senegal,SEN,1975,7000
Senegal,SEN,1976,7000
Senegal,SEN,1977,7000
Senegal,SEN,1978,7000
Senegal,SEN,1979,7000
Senegal,SEN,1980,7000
Senegal,SEN,1981,7000
Senegal,SEN,1982,7000
Senegal,SEN,1983,7000
Senegal,SEN,1984,7000
Senegal,SEN,1985,7000
Senegal,SEN,1986,7000
Senegal,SEN,1987,7000
Senegal,SEN,1988,6000
Senegal,SEN,1989,5000
Senegal,SEN,1990,6000
Senegal,SEN,1991,4000
Senegal,SEN,1992,4000
Senegal,SEN,1993,4000
Senegal,SEN,1994,5000
Senegal,SEN,1995,6900
Senegal,SEN,1996,6000
Senegal,SEN,1997,6000
Senegal,SEN,1998,6400
Senegal,SEN,1999,6400
Senegal,SEN,2000,6500
Senegal,SEN,2001,6500
Senegal,SEN,2002,6500
Senegal,SEN,2003,7000
Senegal,SEN,2004,7000
Senegal,SEN,2005,7000
Senegal,SEN,2006,7000
Senegal,SEN,2007,7100
Senegal,SEN,2008,8500
Senegal,SEN,2009,9000
Senegal,SEN,2010,10500
Senegal,SEN,2011,10500
Senegal,SEN,2012,11000
Senegal,SEN,2013,11200
Senegal,SEN,2014,11071
Senegal,SEN,2015,11576
Senegal,SEN,2016,11282
Senegal,SEN,2017,11316
Senegal,SEN,2018,11607
Senegal,SEN,2019,11904
Senegal,SEN,2020,11853
Senegal,SEN,2021,11788
Senegal,SEN,2022,11848
Senegal,SEN,2023,11830
Senegal,SEN,2024,11822
Sierra Leone,SLE,1961,31000
Sierra Leone,SLE,1962,31000
Sierra Leone,SLE,1963,31000
Sierra Leone,SLE,1964,31000
Sierra Leone,SLE,1965,31000
Sierra Leone,SLE,1966,31000
Sierra Leone,SLE,1967,31000
Sierra Leone,SLE,1968,31000
Sierra Leone,SLE,1969,31000
Sierra Leone,SLE,1970,31000
Sierra Leone,SLE,1971,31000
Sierra Leone,SLE,1972,31000
Sierra Leone,SLE,1973,31000
Sierra Leone,SLE,1974,31000
Sierra Leone,SLE,1975,31000
Sierra Leone,SLE,1976,31000
Sierra Leone,SLE,1977,31000
Sierra Leone,SLE,1978,31000
Sierra Leone,SLE,1979,31000
Sierra Leone,SLE,1980,31000
Sierra Leone,SLE,1981,31000
Sierra Leone,SLE,1982,31000
Sierra Leone,SLE,1983,31000
Sierra Leone,SLE,1984,31000
Sierra Leone,SLE,1985,31000
Sierra Leone,SLE,1986,31000
Sierra Leone,SLE,1987,31000
Sierra Leone,SLE,1988,31000
Sierra Leone,SLE,1989,31000
Sierra Leone,SLE,1990,31000
Sierra Leone,SLE,1991,31000
Sierra Leone,SLE,1992,29200
Sierra Leone,SLE,1993,29150
Sierra Leone,SLE,1994,28700
Sierra Leone,SLE,1995,27900
Sierra Leone,SLE,1996,29500
Sierra Leone,SLE,1997,30500
Sierra Leone,SLE,1998,24800
Sierra Leone,SLE,1999,21800
Sierra Leone,SLE,2000,21800
Sierra Leone,SLE,2001,22000
Sierra Leone,SLE,2002,22000
Sierra Leone,SLE,2003,24000
Sierra Leone,SLE,2004,26000
Sierra Leone,SLE,2005,26000
Sierra Leone,SLE,2006,24000
Sierra Leone,SLE,2007,24000
Sierra Leone,SLE,2008,25000
Sierra Leone,SLE,2009,26000
Sierra Leone,SLE,2010,26500
Sierra Leone,SLE,2011,26500
Sierra Leone,SLE,2012,27000
Sierra Leone,SLE,2013,27500
Sierra Leone,SLE,2014,28643
Sierra Leone,SLE,2015,34200
Sierra Leone,SLE,2016,35580
Sierra Leone,SLE,2017,38016
Sierra Leone,SLE,2018,42651
Sierra Leone,SLE,2019,48812
Sierra Leone,SLE,2020,45012
Sierra Leone,SLE,2021,45405
Sierra Leone,SLE,2022,46744
Sierra Leone,SLE,2023,48320
Sierra Leone,SLE,2024,51556
Small Island Developing States (FAO),,1961,20425
Small Island Developing States (FAO),,1962,20425
Small Island Developing States (FAO),,1963,13805
Small Island Developing States (FAO),,1964,13805
Small Island Developing States (FAO),,1965,13805
Small Island Developing States (FAO),,1966,13805
Small Island Developing States (FAO),,1967,13725
Small Island Developing States (FAO),,1968,12605
Small Island Developing States (FAO),,1969,13160
Small Island Developing States (FAO),,1970,10160
Small Island Developing States (FAO),,1971,10720
Small Island Developing States (FAO),,1972,11380
Small Island Developing States (FAO),,1973,13325
Small Island Developing States (FAO),,1974,17155
Small Island Developing States (FAO),,1975,19095
Small Island Developing States (FAO),,1976,22469
Small Island Developing States (FAO),,1977,27044
Small Island Developing States (FAO),,1978,27719
Small Island Developing States (FAO),,1979,29808
Small Island Developing States (FAO),,1980,30049
Small Island Developing States (FAO),,1981,34903
Small Island Developing States (FAO),,1982,45631
Small Island Developing States (FAO),,1983,43456
Small Island Developing States (FAO),,1984,58447
Small Island Developing States (FAO),,1985,57653
Small Island Developing States (FAO),,1986,64166
Small Island Developing States (FAO),,1987,63923
Small Island Developing States (FAO),,1988,56996
Small Island Developing States (FAO),,1989,64804
Small Island Developing States (FAO),,1990,68624
Small Island Developing States (FAO),,1991,71315
Small Island Developing States (FAO),,1992,78205
Small Island Developing States (FAO),,1993,84743
Small Island Developing States (FAO),,1994,89150
Small Island Developing States (FAO),,1995,90900
Small Island Developing States (FAO),,1996,90470
Small Island Developing States (FAO),,1997,91189
Small Island Developing States (FAO),,1998,94047
Small Island Developing States (FAO),,1999,99013
Small Island Developing States (FAO),,2000,105677
Small Island Developing States (FAO),,2001,109857
Small Island Developing States (FAO),,2002,114842
Small Island Developing States (FAO),,2003,119881
Small Island Developing States (FAO),,2004,122925
Small Island Developing States (FAO),,2005,126925
Small Island Developing States (FAO),,2006,133130
Small Island Developing States (FAO),,2007,138190
Small Island Developing States (FAO),,2008,161256
Small Island Developing States (FAO),,2009,165301
Small Island Developing States (FAO),,2010,176652
Small Island Developing States (FAO),,2011,187284
Small Island Developing States (FAO),,2012,191534
Small Island Developing States (FAO),,2013,196589
Small Island Developing States (FAO),,2014,214514
Small Island Developing States (FAO),,2015,231396
Small Island Developing States (FAO),,2016,242280
Small Island Developing States (FAO),,2017,246280
Small Island Developing States (FAO),,2018,254622
Small Island Developing States (FAO),,2019,272145
Small Island Developing States (FAO),,2020,291321
Small Island Developing States (FAO),,2021,310636
Small Island Developing States (FAO),,2022,331157
Small Island Developing States (FAO),,2023,348458
Small Island Developing States (FAO),,2024,347237
Solomon Islands,SLB,1961,55
Solomon Islands,SLB,1962,55
Solomon Islands,SLB,1963,55
Solomon Islands,SLB,1964,55
Solomon Islands,SLB,1965,55
Solomon Islands,SLB,1966,55
Solomon Islands,SLB,1967,55
Solomon Islands,SLB,1968,55
Solomon Islands,SLB,1969,110
Solomon Islands,SLB,1970,110
Solomon Islands,SLB,1971,140
Solomon Islands,SLB,1972,140
Solomon Islands,SLB,1973,140
Solomon Islands,SLB,1974,270
Solomon Islands,SLB,1975,700
Solomon Islands,SLB,1976,1019
Solomon Islands,SLB,1977,2464
Solomon Islands,SLB,1978,2994
Solomon Islands,SLB,1979,3286
Solomon Islands,SLB,1980,3335
Solomon Islands,SLB,1981,3335
Solomon Islands,SLB,1982,3332
Solomon Islands,SLB,1983,3332
Solomon Islands,SLB,1984,3530
Solomon Islands,SLB,1985,3796
Solomon Islands,SLB,1986,3918
Solomon Islands,SLB,1987,4590
Solomon Islands,SLB,1988,4309
Solomon Islands,SLB,1989,3986
Solomon Islands,SLB,1990,5519
Solomon Islands,SLB,1991,7000
Solomon Islands,SLB,1992,8000
Solomon Islands,SLB,1993,8000
Solomon Islands,SLB,1994,8000
Solomon Islands,SLB,1995,8000
Solomon Islands,SLB,1996,8000
Solomon Islands,SLB,1997,8000
Solomon Islands,SLB,1998,8000
Solomon Islands,SLB,1999,8000
Solomon Islands,SLB,2000,9000
Solomon Islands,SLB,2001,9000
Solomon Islands,SLB,2002,9000
Solomon Islands,SLB,2003,9000
Solomon Islands,SLB,2004,9000
Solomon Islands,SLB,2005,9000
Solomon Islands,SLB,2006,10000
Solomon Islands,SLB,2007,10000
Solomon Islands,SLB,2008,11000
Solomon Islands,SLB,2009,12000
Solomon Islands,SLB,2010,13000
Solomon Islands,SLB,2011,14000
Solomon Islands,SLB,2012,15000
Solomon Islands,SLB,2013,16000
Solomon Islands,SLB,2014,17000
Solomon Islands,SLB,2015,18000
Solomon Islands,SLB,2016,19000
Solomon Islands,SLB,2017,20000
Solomon Islands,SLB,2018,21000
Solomon Islands,SLB,2019,22000
Solomon Islands,SLB,2020,22000
Solomon Islands,SLB,2021,25000
Solomon Islands,SLB,2022,26000
Solomon Islands,SLB,2023,27000
Solomon Islands,SLB,2024,28000
South America,OWID_SAM,1961,38700
South America,OWID_SAM,1962,41500
South America,OWID_SAM,1963,41750
South America,OWID_SAM,1964,46950
South America,OWID_SAM,1965,56500
South America,OWID_SAM,1966,57350
South America,OWID_SAM,1967,65700
South America,OWID_SAM,1968,80900
South America,OWID_SAM,1969,63400
South America,OWID_SAM,1970,57081
South America,OWID_SAM,1971,76856
South America,OWID_SAM,1972,71346
South America,OWID_SAM,1973,61121
South America,OWID_SAM,1974,56241
South America,OWID_SAM,1975,50643
South America,OWID_SAM,1976,56527
South America,OWID_SAM,1977,61454
South America,OWID_SAM,1978,67986
South America,OWID_SAM,1979,71037
South America,OWID_SAM,1980,83088
South America,OWID_SAM,1981,80948
South America,OWID_SAM,1982,101598
South America,OWID_SAM,1983,95592
South America,OWID_SAM,1984,112488
South America,OWID_SAM,1985,123794
South America,OWID_SAM,1986,145450
South America,OWID_SAM,1987,152642
South America,OWID_SAM,1988,168525
South America,OWID_SAM,1989,189111
South America,OWID_SAM,1990,210906
South America,OWID_SAM,1991,253463
South America,OWID_SAM,1992,292885
South America,OWID_SAM,1993,288512
South America,OWID_SAM,1994,305411
South America,OWID_SAM,1995,310367
South America,OWID_SAM,1996,328452
South America,OWID_SAM,1997,344873
South America,OWID_SAM,1998,345038
South America,OWID_SAM,1999,342163
South America,OWID_SAM,2000,378590
South America,OWID_SAM,2001,397948
South America,OWID_SAM,2002,373313
South America,OWID_SAM,2003,379429
South America,OWID_SAM,2004,415787
South America,OWID_SAM,2005,448368
South America,OWID_SAM,2006,454695
South America,OWID_SAM,2007,467204
South America,OWID_SAM,2008,478355
South America,OWID_SAM,2009,529280
South America,OWID_SAM,2010,571584
South America,OWID_SAM,2011,629170
South America,OWID_SAM,2012,635311
South America,OWID_SAM,2013,679941
South America,OWID_SAM,2014,776286
South America,OWID_SAM,2015,863022
South America,OWID_SAM,2016,822111
South America,OWID_SAM,2017,952976
South America,OWID_SAM,2018,998126
South America,OWID_SAM,2019,1013909
South America,OWID_SAM,2020,1002429
South America,OWID_SAM,2021,986199
South America,OWID_SAM,2022,980731
South America,OWID_SAM,2023,1001012
South America,OWID_SAM,2024,1054717
South America (FAO),,1961,38700
South America (FAO),,1962,41500
South America (FAO),,1963,41750
South America (FAO),,1964,46950
South America (FAO),,1965,56500
South America (FAO),,1966,57350
South America (FAO),,1967,65700
South America (FAO),,1968,80900
South America (FAO),,1969,63400
South America (FAO),,1970,57081
South America (FAO),,1971,76856
South America (FAO),,1972,71346
South America (FAO),,1973,61121
South America (FAO),,1974,56241
South America (FAO),,1975,50643
South America (FAO),,1976,56527
South America (FAO),,1977,61454
South America (FAO),,1978,67986
South America (FAO),,1979,71037
South America (FAO),,1980,83088
South America (FAO),,1981,80948
South America (FAO),,1982,101598
South America (FAO),,1983,95592
South America (FAO),,1984,112488
South America (FAO),,1985,123794
South America (FAO),,1986,145450
South America (FAO),,1987,152642
South America (FAO),,1988,168525
South America (FAO),,1989,189111
South America (FAO),,1990,210906
South America (FAO),,1991,253463
South America (FAO),,1992,292885
South America (FAO),,1993,288512
South America (FAO),,1994,305411
South America (FAO),,1995,310367
South America (FAO),,1996,328452
South America (FAO),,1997,344873
South America (FAO),,1998,345038
South America (FAO),,1999,342163
South America (FAO),,2000,378590
South America (FAO),,2001,397948
South America (FAO),,2002,373313
South America (FAO),,2003,379429
South America (FAO),,2004,415787
South America (FAO),,2005,448368
South America (FAO),,2006,454695
South America (FAO),,2007,467204
South America (FAO),,2008,478355
South America (FAO),,2009,529280
South America (FAO),,2010,571584
South America (FAO),,2011,629170
South America (FAO),,2012,635311
South America (FAO),,2013,679941
South America (FAO),,2014,776286
South America (FAO),,2015,863022
South America (FAO),,2016,822112
South America (FAO),,2017,952975
South America (FAO),,2018,998126
South America (FAO),,2019,1013910
South America (FAO),,2020,1002429
South America (FAO),,2021,986200
South America (FAO),,2022,980731
South America (FAO),,2023,1001012
South America (FAO),,2024,1054717
South-eastern Asia (FAO),,1961,114402
South-eastern Asia (FAO),,1962,117275
South-eastern Asia (FAO),,1963,125173
South-eastern Asia (FAO),,1964,134000
South-eastern Asia (FAO),,1965,140100
South-eastern Asia (FAO),,1966,153650
South-eastern Asia (FAO),,1967,164750
South-eastern Asia (FAO),,1968,190350
South-eastern Asia (FAO),,1969,216950
South-eastern Asia (FAO),,1970,251950
South-eastern Asia (FAO),,1971,281350
South-eastern Asia (FAO),,1972,338750
South-eastern Asia (FAO),,1973,384000
South-eastern Asia (FAO),,1974,445500
South-eastern Asia (FAO),,1975,538166
South-eastern Asia (FAO),,1976,593449
South-eastern Asia (FAO),,1977,671246
South-eastern Asia (FAO),,1978,794203
South-eastern Asia (FAO),,1979,883915
South-eastern Asia (FAO),,1980,998724
South-eastern Asia (FAO),,1981,1099747
South-eastern Asia (FAO),,1982,1168071
South-eastern Asia (FAO),,1983,1313151
South-eastern Asia (FAO),,1984,1431031
South-eastern Asia (FAO),,1985,1620688
South-eastern Asia (FAO),,1986,1811660
South-eastern Asia (FAO),,1987,1878905
South-eastern Asia (FAO),,1988,2161679
South-eastern Asia (FAO),,1989,2364976
South-eastern Asia (FAO),,1990,2528087
South-eastern Asia (FAO),,1991,2996467
South-eastern Asia (FAO),,1992,3205780
South-eastern Asia (FAO),,1993,3388516
South-eastern Asia (FAO),,1994,3623324
South-eastern Asia (FAO),,1995,3910700
South-eastern Asia (FAO),,1996,4314769
South-eastern Asia (FAO),,1997,4720328
South-eastern Asia (FAO),,1998,5105957
South-eastern Asia (FAO),,1999,5403911
South-eastern Asia (FAO),,2000,5650042
South-eastern Asia (FAO),,2001,5971216
South-eastern Asia (FAO),,2002,6756627
South-eastern Asia (FAO),,2003,7164155
South-eastern Asia (FAO),,2004,7540166
South-eastern Asia (FAO),,2005,8104594
South-eastern Asia (FAO),,2006,8700167
South-eastern Asia (FAO),,2007,9341576
South-eastern Asia (FAO),,2008,9981925
South-eastern Asia (FAO),,2009,10256511
South-eastern Asia (FAO),,2010,11234375
South-eastern Asia (FAO),,2011,11804000
South-eastern Asia (FAO),,2012,12386140
South-eastern Asia (FAO),,2013,13621519
South-eastern Asia (FAO),,2014,13552515
South-eastern Asia (FAO),,2015,14234691
South-eastern Asia (FAO),,2016,15435414
South-eastern Asia (FAO),,2017,16995946
South-eastern Asia (FAO),,2018,18343228
South-eastern Asia (FAO),,2019,19106892
South-eastern Asia (FAO),,2020,19531544
South-eastern Asia (FAO),,2021,19895452
South-eastern Asia (FAO),,2022,20164576
South-eastern Asia (FAO),,2023,20414768
South-eastern Asia (FAO),,2024,20511428
Suriname,SUR,1961,0
Suriname,SUR,1962,0
Suriname,SUR,1963,0
Suriname,SUR,1964,0
Suriname,SUR,1965,0
Suriname,SUR,1966,0
Suriname,SUR,1967,0
Suriname,SUR,1968,0
Suriname,SUR,1969,0
Suriname,SUR,1970,50
Suriname,SUR,1971,330
Suriname,SUR,1972,840
Suriname,SUR,1973,1215
Suriname,SUR,1974,1435
Suriname,SUR,1975,1645
Suriname,SUR,1976,1710
Suriname,SUR,1977,1880
Suriname,SUR,1978,2025
Suriname,SUR,1979,2372
Suriname,SUR,1980,2614
Suriname,SUR,1981,2948
Suriname,SUR,1982,4199
Suriname,SUR,1983,4954
Suriname,SUR,1984,5747
Suriname,SUR,1985,6187
Suriname,SUR,1986,6128
Suriname,SUR,1987,6173
Suriname,SUR,1988,6124
Suriname,SUR,1989,6128
Suriname,SUR,1990,5425
Suriname,SUR,1991,4835
Suriname,SUR,1992,4625
Suriname,SUR,1993,4163
Suriname,SUR,1994,3700
Suriname,SUR,1995,2500
Suriname,SUR,1996,1870
Suriname,SUR,1997,1154
Suriname,SUR,1998,250
Suriname,SUR,1999,360
Suriname,SUR,2000,550
Suriname,SUR,2001,550
Suriname,SUR,2002,550
Suriname,SUR,2003,550
Suriname,SUR,2004,550
Suriname,SUR,2005,550
Suriname,SUR,2006,550
Suriname,SUR,2007,600
Suriname,SUR,2008,600
Suriname,SUR,2009,625
Suriname,SUR,2010,625
Suriname,SUR,2011,650
Suriname,SUR,2012,650
Suriname,SUR,2013,675
Suriname,SUR,2014,621
Suriname,SUR,2015,600
Suriname,SUR,2016,600
Suriname,SUR,2017,601
Suriname,SUR,2018,600
Suriname,SUR,2019,600
Suriname,SUR,2020,600
Suriname,SUR,2021,600
Suriname,SUR,2022,600
Suriname,SUR,2023,600
Suriname,SUR,2024,600
Tanzania,TZA,1961,1100
Tanzania,TZA,1962,2000
Tanzania,TZA,1963,1750
Tanzania,TZA,1964,1750
Tanzania,TZA,1965,1200
Tanzania,TZA,1966,1200
Tanzania,TZA,1967,1200
Tanzania,TZA,1968,1200
Tanzania,TZA,1969,1200
Tanzania,TZA,1970,1200
Tanzania,TZA,1971,4000
Tanzania,TZA,1972,4000
Tanzania,TZA,1973,4000
Tanzania,TZA,1974,4000
Tanzania,TZA,1975,4000
Tanzania,TZA,1976,4000
Tanzania,TZA,1977,4000
Tanzania,TZA,1978,4000
Tanzania,TZA,1979,4000
Tanzania,TZA,1980,4100
Tanzania,TZA,1981,4100
Tanzania,TZA,1982,4100
Tanzania,TZA,1983,4100
Tanzania,TZA,1984,4100
Tanzania,TZA,1985,4100
Tanzania,TZA,1986,4150
Tanzania,TZA,1987,4150
Tanzania,TZA,1988,4150
Tanzania,TZA,1989,4150
Tanzania,TZA,1990,4200
Tanzania,TZA,1991,4200
Tanzania,TZA,1992,4300
Tanzania,TZA,1993,4300
Tanzania,TZA,1994,4400
Tanzania,TZA,1995,4400
Tanzania,TZA,1996,4400
Tanzania,TZA,1997,4400
Tanzania,TZA,1998,4500
Tanzania,TZA,1999,4500
Tanzania,TZA,2000,4500
Tanzania,TZA,2001,4500
Tanzania,TZA,2002,4500
Tanzania,TZA,2003,4500
Tanzania,TZA,2004,4500
Tanzania,TZA,2005,4500
Tanzania,TZA,2006,4500
Tanzania,TZA,2007,4500
Tanzania,TZA,2008,4500
Tanzania,TZA,2009,4500
Tanzania,TZA,2010,4800
Tanzania,TZA,2011,5000
Tanzania,TZA,2012,5200
Tanzania,TZA,2013,5200
Tanzania,TZA,2014,5212
Tanzania,TZA,2015,5296
Tanzania,TZA,2016,5366
Tanzania,TZA,2017,5432
Tanzania,TZA,2018,5506
Tanzania,TZA,2019,5581
Tanzania,TZA,2020,5661
Tanzania,TZA,2021,5583
Tanzania,TZA,2022,5608
Tanzania,TZA,2023,5617
Tanzania,TZA,2024,5603
Thailand,THA,1961,950
Thailand,THA,1962,950
Thailand,THA,1963,950
Thailand,THA,1964,950
Thailand,THA,1965,950
Thailand,THA,1966,950
Thailand,THA,1967,950
Thailand,THA,1968,950
Thailand,THA,1969,950
Thailand,THA,1970,950
Thailand,THA,1971,950
Thailand,THA,1972,950
Thailand,THA,1973,1800
Thailand,THA,1974,1800
Thailand,THA,1975,5100
Thailand,THA,1976,3440
Thailand,THA,1977,3760
Thailand,THA,1978,5616
Thailand,THA,1979,7616
Thailand,THA,1980,11136
Thailand,THA,1981,15104
Thailand,THA,1982,24752
Thailand,THA,1983,36272
Thailand,THA,1984,45280
Thailand,THA,1985,53255
Thailand,THA,1986,59981
Thailand,THA,1987,69158
Thailand,THA,1988,82774
Thailand,THA,1989,90880
Thailand,THA,1990,96000
Thailand,THA,1991,103108
Thailand,THA,1992,105908
Thailand,THA,1993,133452
Thailand,THA,1994,139160
Thailand,THA,1995,153422
Thailand,THA,1996,166915
Thailand,THA,1997,177492
Thailand,THA,1998,205489
Thailand,THA,1999,215220
Thailand,THA,2000,230053
Thailand,THA,2001,242852
Thailand,THA,2002,263018
Thailand,THA,2003,287903
Thailand,THA,2004,309165
Thailand,THA,2005,324193
Thailand,THA,2006,379872
Thailand,THA,2007,426120
Thailand,THA,2008,461555
Thailand,THA,2009,510003
Thailand,THA,2010,541569
Thailand,THA,2011,570474
Thailand,THA,2012,592081
Thailand,THA,2013,603700
Thailand,THA,2014,643811
Thailand,THA,2015,648198
Thailand,THA,2016,632072
Thailand,THA,2017,797128
Thailand,THA,2018,856422
Thailand,THA,2019,906080
Thailand,THA,2020,939324
Thailand,THA,2021,965447
Thailand,THA,2022,981561
Thailand,THA,2023,993677
Thailand,THA,2024,1014941
Togo,TGO,1961,14500
Togo,TGO,1962,15000
Togo,TGO,1963,15000
Togo,TGO,1964,15000
Togo,TGO,1965,15000
Togo,TGO,1966,15000
Togo,TGO,1967,15000
Togo,TGO,1968,15000
Togo,TGO,1969,15000
Togo,TGO,1970,15000
Togo,TGO,1971,15500
Togo,TGO,1972,15500
Togo,TGO,1973,15500
Togo,TGO,1974,15800
Togo,TGO,1975,15800
Togo,TGO,1976,15800
Togo,TGO,1977,15800
Togo,TGO,1978,15800
Togo,TGO,1979,15900
Togo,TGO,1980,15900
Togo,TGO,1981,15900
Togo,TGO,1982,16000
Togo,TGO,1983,13500
Togo,TGO,1984,13500
Togo,TGO,1985,13500
Togo,TGO,1986,13500
Togo,TGO,1987,13500
Togo,TGO,1988,13500
Togo,TGO,1989,13500
Togo,TGO,1990,13500
Togo,TGO,1991,13500
Togo,TGO,1992,13500
Togo,TGO,1993,13500
Togo,TGO,1994,13500
Togo,TGO,1995,15500
Togo,TGO,1996,16500
Togo,TGO,1997,13000
Togo,TGO,1998,13000
Togo,TGO,1999,13500
Togo,TGO,2000,13500
Togo,TGO,2001,13500
Togo,TGO,2002,13500
Togo,TGO,2003,13500
Togo,TGO,2004,13500
Togo,TGO,2005,13500
Togo,TGO,2006,13640
Togo,TGO,2007,13624
Togo,TGO,2008,13599
Togo,TGO,2009,13571
Togo,TGO,2010,13541
Togo,TGO,2011,13511
Togo,TGO,2012,13492
Togo,TGO,2013,13350
Togo,TGO,2014,13307
Togo,TGO,2015,13316
Togo,TGO,2016,13338
Togo,TGO,2017,13379
Togo,TGO,2018,13441
Togo,TGO,2019,13371
Togo,TGO,2020,13522
Togo,TGO,2021,13824
Togo,TGO,2022,15823
Togo,TGO,2023,17083
Togo,TGO,2024,16800
Upper-middle-income countries,OWID_UMC,1961,176271
Upper-middle-income countries,OWID_UMC,1962,184818
Upper-middle-income countries,OWID_UMC,1963,190602
Upper-middle-income countries,OWID_UMC,1964,206827
Upper-middle-income countries,OWID_UMC,1965,222591
Upper-middle-income countries,OWID_UMC,1966,236771
Upper-middle-income countries,OWID_UMC,1967,253918
Upper-middle-income countries,OWID_UMC,1968,296564
Upper-middle-income countries,OWID_UMC,1969,302346
Upper-middle-income countries,OWID_UMC,1970,326219
Upper-middle-income countries,OWID_UMC,1971,372822
Upper-middle-income countries,OWID_UMC,1972,425376
Upper-middle-income countries,OWID_UMC,1973,459792
Upper-middle-income countries,OWID_UMC,1974,516796
Upper-middle-income countries,OWID_UMC,1975,596246
Upper-middle-income countries,OWID_UMC,1976,661752
Upper-middle-income countries,OWID_UMC,1977,738043
Upper-middle-income countries,OWID_UMC,1978,865857
Upper-middle-income countries,OWID_UMC,1979,957672
Upper-middle-income countries,OWID_UMC,1980,1085872
Upper-middle-income countries,OWID_UMC,1981,1182395
Upper-middle-income countries,OWID_UMC,1982,1262369
Upper-middle-income countries,OWID_UMC,1983,1407518
Upper-middle-income countries,OWID_UMC,1984,1536219
Upper-middle-income countries,OWID_UMC,1985,1791429
Upper-middle-income countries,OWID_UMC,1986,2004880
Upper-middle-income countries,OWID_UMC,1987,2078817
Upper-middle-income countries,OWID_UMC,1988,2377784
Upper-middle-income countries,OWID_UMC,1989,2599787
Upper-middle-income countries,OWID_UMC,1990,2784838
Upper-middle-income countries,OWID_UMC,1991,3284194
Upper-middle-income countries,OWID_UMC,1992,3534403
Upper-middle-income countries,OWID_UMC,1993,3717272
Upper-middle-income countries,OWID_UMC,1994,3971120
Upper-middle-income countries,OWID_UMC,1995,4266552
Upper-middle-income countries,OWID_UMC,1996,4692351
Upper-middle-income countries,OWID_UMC,1997,5115140
Upper-middle-income countries,OWID_UMC,1998,5509164
Upper-middle-income countries,OWID_UMC,1999,5807655
Upper-middle-income countries,OWID_UMC,2000,6097735
Upper-middle-income countries,OWID_UMC,2001,6446833
Upper-middle-income countries,OWID_UMC,2002,7208226
Upper-middle-income countries,OWID_UMC,2003,7623249
Upper-middle-income countries,OWID_UMC,2004,8041132
Upper-middle-income countries,OWID_UMC,2005,8638056
Upper-middle-income countries,OWID_UMC,2006,9255306
Upper-middle-income countries,OWID_UMC,2007,9913320
Upper-middle-income countries,OWID_UMC,2008,10569890
Upper-middle-income countries,OWID_UMC,2009,10900688
Upper-middle-income countries,OWID_UMC,2010,11920451
Upper-middle-income countries,OWID_UMC,2011,12558191
Upper-middle-income countries,OWID_UMC,2012,13166469
Upper-middle-income countries,OWID_UMC,2013,14474294
Upper-middle-income countries,OWID_UMC,2014,14521424
Upper-middle-income countries,OWID_UMC,2015,15311846
Upper-middle-income countries,OWID_UMC,2016,16475556
Upper-middle-income countries,OWID_UMC,2017,18188128
Upper-middle-income countries,OWID_UMC,2018,19584067
Upper-middle-income countries,OWID_UMC,2019,20384590
Upper-middle-income countries,OWID_UMC,2020,20844944
Upper-middle-income countries,OWID_UMC,2021,21218067
Upper-middle-income countries,OWID_UMC,2022,21489596
Upper-middle-income countries,OWID_UMC,2023,21764289
Upper-middle-income countries,OWID_UMC,2024,21936575
Venezuela,VEN,1980,2200
Venezuela,VEN,1981,1600
Venezuela,VEN,1982,2200
Venezuela,VEN,1983,2600
Venezuela,VEN,1984,2800
